slice_file_name,fsID,start,end,salience,fold,classID,class
101415-3-0-8.wav,101415,4.0,8.0,1,1,3,dog_bark
101729-0-0-1.wav,101729,0.5,4.5,2,9,0,air_conditioner
101729-0-0-11.wav,101729,5.5,9.5,2,9,0,air_conditioner
101729-0-0-12.wav,101729,6.0,10.0,2,9,0,air_conditioner
101729-0-0-13.wav,101729,6.5,10.5,2,9,0,air_conditioner
101729-0-0-14.wav,101729,7.0,11.0,2,9,0,air_conditioner
101729-0-0-16.wav,101729,8.0,12.0,2,9,0,air_conditioner
101729-0-0-17.wav,101729,8.5,12.5,2,9,0,air_conditioner
101729-0-0-18.wav,101729,9.0,13.0,2,9,0,air_conditioner
101729-0-0-19.wav,101729,9.5,13.5,2,9,0,air_conditioner
101729-0-0-21.wav,101729,10.5,14.5,2,9,0,air_conditioner
101729-0-0-22.wav,101729,11.0,15.0,2,9,0,air_conditioner
101729-0-0-23.wav,101729,11.5,15.5,2,9,0,air_conditioner
101729-0-0-24.wav,101729,12.0,16.0,2,9,0,air_conditioner
101729-0-0-26.wav,101729,13.0,17.0,2,9,0,air_conditioner
101729-0-0-28.wav,101729,14.0,18.0,2,9,0,air_conditioner
101729-0-0-29.wav,101729,14.5,18.5,2,9,0,air_conditioner
101729-0-0-3.wav,101729,1.5,5.5,2,9,0,air_conditioner
101729-0-0-32.wav,101729,16.0,20.0,2,9,0,air_conditioner
101729-0-0-33.wav,101729,16.5,20.5,2,9,0,air_conditioner
101729-0-0-36.wav,101729,18.0,22.0,2,9,0,air_conditioner
101729-0-0-37.wav,101729,18.5,22.5,2,9,0,air_conditioner
101729-0-0-38.wav,101729,19.0,23.0,2,9,0,air_conditioner
101729-0-0-39.wav,101729,19.5,23.5,2,9,0,air_conditioner
101729-0-0-4.wav,101729,2.0,6.0,2,9,0,air_conditioner
101729-0-0-40.wav,101729,20.0,24.0,2,9,0,air_conditioner
101729-0-0-6.wav,101729,3.0,7.0,2,9,0,air_conditioner
101729-0-0-9.wav,101729,4.5,8.5,2,9,0,air_conditioner
101848-9-0-0.wav,101848,0.0,4.0,1,7,9,street_music
101848-9-0-1.wav,101848,0.5,4.5,1,7,9,street_music
101848-9-0-2.wav,101848,1.0,5.0,1,7,9,street_music
101848-9-0-3.wav,101848,1.5,5.5,1,7,9,street_music
101848-9-0-8.wav,101848,4.0,8.0,1,7,9,street_music
101848-9-0-9.wav,101848,4.5,8.5,1,7,9,street_music
102102-3-0-0.wav,102102,1.573952,4.673824,2,4,3,dog_bark
102103-3-0-0.wav,102103,1.97603,2.508892,2,10,3,dog_bark
102103-3-1-0.wav,102103,4.179637,4.568182,2,10,3,dog_bark
102104-3-0-0.wav,102104,2.429279,3.241121,2,2,3,dog_bark
102105-3-0-0.wav,102105,2.041889,6.041889000000000,2,3,3,dog_bark
102106-3-0-0.wav,102106,2.243852,3.884477,2,1,3,dog_bark
102305-6-0-0.wav,102305,0.0,2.61161,1,1,6,gun_shot
102547-3-0-2.wav,102547,1.0,5.0,1,5,3,dog_bark
102547-3-0-7.wav,102547,3.5,7.5,1,5,3,dog_bark
102547-3-0-8.wav,102547,4.0,8.0,1,5,3,dog_bark
102842-3-0-1.wav,102842,0.5,4.5,2,1,3,dog_bark
102842-3-1-0.wav,102842,113.061785,117.061785,2,1,3,dog_bark
102842-3-1-5.wav,102842,115.561785,119.561785,2,1,3,dog_bark
102842-3-1-6.wav,102842,116.061785,120.061785,2,1,3,dog_bark
102853-8-0-0.wav,102853,0.0,4.0,2,7,8,siren
102853-8-0-1.wav,102853,0.5,4.5,2,7,8,siren
102853-8-0-2.wav,102853,1.0,5.0,2,7,8,siren
102853-8-0-3.wav,102853,1.5,5.5,2,7,8,siren
102853-8-0-4.wav,102853,2.0,6.0,2,7,8,siren
102853-8-0-5.wav,102853,2.5,6.5,2,7,8,siren
102853-8-0-6.wav,102853,3.0,7.0,2,7,8,siren
102853-8-1-0.wav,102853,27.214044,31.214044,2,7,8,siren
102857-5-0-0.wav,102857,0.0,4.0,1,10,5,engine_idling
102857-5-0-1.wav,102857,0.5,4.5,1,10,5,engine_idling
102857-5-0-10.wav,102857,5.0,9.0,1,10,5,engine_idling
102857-5-0-11.wav,102857,5.5,9.5,1,10,5,engine_idling
102857-5-0-12.wav,102857,6.0,10.0,1,10,5,engine_idling
102857-5-0-13.wav,102857,6.5,10.5,1,10,5,engine_idling
102857-5-0-14.wav,102857,7.0,11.0,1,10,5,engine_idling
102857-5-0-15.wav,102857,7.5,11.5,1,10,5,engine_idling
102857-5-0-16.wav,102857,8.0,12.0,1,10,5,engine_idling
102857-5-0-17.wav,102857,8.5,12.5,1,10,5,engine_idling
102857-5-0-18.wav,102857,9.0,13.0,1,10,5,engine_idling
102857-5-0-19.wav,102857,9.5,13.5,1,10,5,engine_idling
102857-5-0-2.wav,102857,1.0,5.0,1,10,5,engine_idling
102857-5-0-20.wav,102857,10.0,14.0,1,10,5,engine_idling
102857-5-0-21.wav,102857,10.5,14.5,1,10,5,engine_idling
102857-5-0-22.wav,102857,11.0,15.0,1,10,5,engine_idling
102857-5-0-23.wav,102857,11.5,15.5,1,10,5,engine_idling
102857-5-0-24.wav,102857,12.0,16.0,1,10,5,engine_idling
102857-5-0-25.wav,102857,12.5,16.5,1,10,5,engine_idling
102857-5-0-26.wav,102857,13.0,17.0,1,10,5,engine_idling
102857-5-0-27.wav,102857,13.5,17.5,1,10,5,engine_idling
102857-5-0-28.wav,102857,14.0,18.0,1,10,5,engine_idling
102857-5-0-29.wav,102857,14.5,18.5,1,10,5,engine_idling
102857-5-0-3.wav,102857,1.5,5.5,1,10,5,engine_idling
102857-5-0-30.wav,102857,15.0,19.0,1,10,5,engine_idling
102857-5-0-4.wav,102857,2.0,6.0,1,10,5,engine_idling
102857-5-0-5.wav,102857,2.5,6.5,1,10,5,engine_idling
102857-5-0-6.wav,102857,3.0,7.0,1,10,5,engine_idling
102857-5-0-7.wav,102857,3.5,7.5,1,10,5,engine_idling
102857-5-0-8.wav,102857,4.0,8.0,1,10,5,engine_idling
102857-5-0-9.wav,102857,4.5,8.5,1,10,5,engine_idling
102858-5-0-0.wav,102858,0.0,4.0,1,2,5,engine_idling
102858-5-0-1.wav,102858,0.5,4.5,1,2,5,engine_idling
102871-8-0-0.wav,102871,0.0,4.0,1,2,8,siren
102871-8-0-1.wav,102871,0.5,4.5,1,2,8,siren
102871-8-0-10.wav,102871,5.0,9.0,1,2,8,siren
102871-8-0-11.wav,102871,5.5,9.5,1,2,8,siren
102871-8-0-12.wav,102871,6.0,10.0,1,2,8,siren
102871-8-0-13.wav,102871,6.5,10.5,1,2,8,siren
102871-8-0-14.wav,102871,7.0,11.0,1,2,8,siren
102871-8-0-15.wav,102871,7.5,11.5,1,2,8,siren
102871-8-0-2.wav,102871,1.0,5.0,1,2,8,siren
102871-8-0-3.wav,102871,1.5,5.5,1,2,8,siren
102871-8-0-4.wav,102871,2.0,6.0,1,2,8,siren
102871-8-0-5.wav,102871,2.5,6.5,1,2,8,siren
102871-8-0-6.wav,102871,3.0,7.0,1,2,8,siren
102871-8-0-7.wav,102871,3.5,7.5,1,2,8,siren
102871-8-0-8.wav,102871,4.0,8.0,1,2,8,siren
102871-8-0-9.wav,102871,4.5,8.5,1,2,8,siren
103074-7-0-0.wav,103074,3.341279,7.341279,1,1,7,jackhammer
103074-7-0-1.wav,103074,3.841279,7.841279,1,1,7,jackhammer
103074-7-0-2.wav,103074,4.341279,8.341279,1,1,7,jackhammer
103074-7-1-0.wav,103074,22.517317,26.517317,1,1,7,jackhammer
103074-7-1-1.wav,103074,23.017317,27.017317,1,1,7,jackhammer
103074-7-1-2.wav,103074,23.517317,27.517317,1,1,7,jackhammer
103074-7-1-3.wav,103074,24.017317,28.017317,1,1,7,jackhammer
103074-7-1-4.wav,103074,24.517317,28.517317,1,1,7,jackhammer
103074-7-1-5.wav,103074,25.017317,29.017317,1,1,7,jackhammer
103074-7-1-6.wav,103074,25.517317,29.517317,1,1,7,jackhammer
103074-7-2-0.wav,103074,42.347083,43.727176,1,1,7,jackhammer
103074-7-3-0.wav,103074,46.632637,50.632637,1,1,7,jackhammer
103074-7-3-1.wav,103074,47.132637,51.132637,1,1,7,jackhammer
103074-7-3-2.wav,103074,47.632637,51.632637,1,1,7,jackhammer
103074-7-3-3.wav,103074,48.132637,52.132637,1,1,7,jackhammer
103074-7-4-0.wav,103074,60.651482,64.651482,1,1,7,jackhammer
103074-7-4-1.wav,103074,61.151482,65.151482,1,1,7,jackhammer
103074-7-4-2.wav,103074,61.651482,65.651482,1,1,7,jackhammer
103074-7-4-3.wav,103074,62.151482,66.151482,1,1,7,jackhammer
103074-7-4-4.wav,103074,62.651482,66.651482,1,1,7,jackhammer
103074-7-4-5.wav,103074,63.151482,67.151482,1,1,7,jackhammer
103074-7-4-6.wav,103074,63.651482,67.651482,1,1,7,jackhammer
103076-3-0-0.wav,103076,0.0,2.527184,1,8,3,dog_bark
103076-3-1-0.wav,103076,6.788349,7.756796,1,8,3,dog_bark
103076-3-2-0.wav,103076,10.265534,10.717475,1,8,3,dog_bark
103199-4-0-0.wav,103199,0.0,4.0,1,3,4,drilling
103199-4-0-3.wav,103199,1.5,5.5,1,3,4,drilling
103199-4-0-4.wav,103199,2.0,6.0,1,3,4,drilling
103199-4-0-5.wav,103199,2.5,6.5,1,3,4,drilling
103199-4-0-6.wav,103199,3.0,7.0,1,3,4,drilling
103199-4-1-0.wav,103199,16.097136,17.617205,2,3,4,drilling
103199-4-2-0.wav,103199,17.617205,21.617205,1,3,4,drilling
